kind,serv_id,serv_nm,rule,disability_severity,income_pct_max,evidence,source_excerpt
income_unresolved,WLF00000095,사회보험사각지대해소 사업(두루누리 사회보험료 지원사업),none,,,,"사회보험사각지대해소 사업(두루누리 사회보험료 지원사업) 소규모 사업 저임금 근로자, 예술인, 노무제공자의 사회보험료를 지원하여 사회보험가입 사각지대 해소 및 사회안전망을 강화합니다. 소규모사업 저임금 근로자, 예술인, 노무제공자의 사회보험료(고용보험, 국민연금) 일부를 지원합니다. 근로자 10인 미만 사업 월평균보수 270만원 미만 근로자, 예술인, 노무제공자 및 그 사업주가 부담하는 고용보험,국민연금 보험료의 일부 지원※ 예술인, 노무제공자는 고용보험료만 지원 근로자 10인 이상 사업 월평균보수 270만원 미만 예술인, 노무제공자가 부담하는 고용보험 보험료의 일부 국가에서 지원 근로자 10명 미만에 대한 판단기준은 다음과 같습니다. (공통) 지원신청일이 속하는 달의 말일 현재, 근로자인 피보험자수가 10명"
income_unresolved,WLF00000103,노인장기요양보험 복지용구 급여,none,,,,"노인장기요양보험 복지용구 급여 장기요양 수급자에게 일상생활 또는 신체활동 지원 및 인지 기능의 유지 향상에 필요한 용구를 제공합니다. 노인장기요양보험 급여대상자(1~5등급, 인지지원등급)를 대상으로 합니다. 지원대상의 내용을 참고해주시기 바랍니다."
income_unresolved,WLF00000664,독거노인 사회안전망강화 사업,none,,,,"독거노인 사회안전망강화 사업 1) 사업목적 - 지속적인 관심과 지원이 필요한 독거어르신에게 주기적인 안전확인 및 건강·정서지원을 실시하여 독거어르신의 사회적 안전망을 강화하고 고독사 방지 등 정서적으로 안정된 노후생활을 영위할 수 있도록 하고자 함 2) 지원대상 - 독거 및 저소득 어르신 3) 수행기관 - 1권역 : 은평어르신돌봄통합지원센터(구산, 녹번, 응암1~3, 역촌, 신사1~2, 증산, 수색동) - 2권역 : 시립은평노인종합복지관(대조, 불광1~2, 갈현1~2, 진관동) 4) 지원 내용 -건강지원 : 사계절 김치 지원 -정서지원 : 생신상 차림 지원 -재난지원 : 냉·난방용품 지원 -주 거 : 주거 환경 개선 및 자원봉사자, 해충방제 지원 -돌봄로봇 : 돌봄로봇 관리비 지원 독거 및 저소득 어르신 저"
income_unresolved,WLF00000698,건강음료비 지원,none,,,,건강음료비 지원 복지사각지대 1인 가구(법정저소득 1인가구 포함) 대상으로 주3회 건강음료 배달을 통한 정기적 안부 확인으로 고독사를 방지하고 취약계층 보호를 위한 사회 안전망 강화 복지사각지대 1인 가구(법정저소득 1인가구 포함) 복지사각지대 1인 가구(법정저소득 1인가구 포함) 중 기존 안부확인 서비스를 받고 있지 않는 분
income_unresolved,WLF00000726,저소득층 아동학습지 무료지원사업,none,,,,"저소득층 아동학습지 무료지원사업 가정경제의 곤란과 가정해체 등으로 교육기회를제대로 받지 못하는 저소득층 가정의 자녀를 대상으로 『HOME-STUDY&CARE』를 실시하여 아동들의 학습 능력 향상 및 결식,아동학대 관찰등 복지증진에 기여하고자 함. 법정 저소득층 대상 가정의 아동(초등학교 1~6학년)95명*12개월=1,140명 법정 저소득층 대상 가정의 아동(초등학교 1~6학년)"
income_unresolved,WLF00000765,한부모가족문화체험행사,none,,,,한부모가족문화체험행사 경제적 여건 등으로 문화 및 여가생활의 기회가 적은 저소득 한부모가족 자녀에게 다양한 체험활동의 기회를 제공함으로써 가족 간의 유대 강화 구로구 관내 저소득 한부모가정 아동 관내 저소득 한부모가정
income_unresolved,WLF00000807,입양숙려기간 모자지원사업,none,,,,"입양숙려기간 모자지원사업 미혼·이혼 한부모가 출산 전후 정서적으로 불안정한 상태로 입양에 동의하는 것을 방지하고 입양과 양육에 대하여 충분히 고려할 기회를 제공합니다. 출산(예정) 후의 미혼·이혼 한부모로써 다음 요건을 충족한 사람을 대상으로 합니다. 출산(예정) 여부 : 출산(예정)일 전 40일 또는 후 7일 이내에 있는 자 혼인 여부 : 혼인관계증명서 상 혼인관계에 있지 아니한 자 단, 지원기간동안 입양(동의) 사실이 없어야 합니다. 지원대상의 내용을 참고해주시기 바랍니다."
income_unresolved,WLF00000814,노후공공임대주택시설개선,none,,,,"노후공공임대주택시설개선 노후 공공임대주택의 세대내부 및 부대·복리시설을 개선하여 저소득층의 주거안전 및 환경개선을 도모합니다. 15년 이상 경과된 공공임대주택(영구 및 50년임대) 입주자를 지원합니다. 노후 공공임대주택 28만호, 349개단지(영구:183단지, 50년:166단지)를 대상으로 합니다. 안전 및 에너지절약 등을 위한 사업항목 중 대상단지의 시설관리주체{지자체(시도) 및 LH}에서 매년초에 수요조사를 실시하고, 예산확보 등을 종합적으로 검토하여 당해년도 사업항목을 선정합니다."
income_unresolved,WLF00000816,저소득 한부모가정 위문 격려(설날 및 추석),none,,,,저소득 한부모가정 위문 격려(설날 및 추석) 추석 설 명절을 맞이하여 우리구 저소득 한부모가족을 격려함으로써 소외되기쉬운 이들이 따뜻하고 훈훈한 명절을 보낼 수 있도록 하고자 함 - 한부모가족지원법 제5조에 의거 보장중인 저소득 한부모가족 법정 저소득 한부모가정에 지원
income_unresolved,WLF00000821,송파구 국가보훈대상자에 대한 보훈수당 지원,none,,,,"송파구 국가보훈대상자에 대한 보훈수당 지원 국가보훈대상자에 대한 예우 및 복지 향상 국가보훈대상자가 지급기준일 현재 구에 주민등록을 두고 거주한 경우 서울시 조례에 따른 수당(참전명예수당,생활보조수당, 보훈예우수당, 독립유공생활지원수당 등) 수급자 포함"
income_unresolved,WLF00000838,고용보험 미적용자 출산급여 지원,none,,,,"고용보험 미적용자 출산급여 지원 소득활동을 하고 있으나 고용보험의 '출산전후휴가급여'를 지원받지 못하는 출산여성에게 출산급여를 지원합니다. 소득활동을 하고 있지만 고용보험 미적용으로 '출산전후휴가급여'를 받지 못하는 출산여성(유산, 사산의 경우 포함)에게 지원합니다. 출산 전 18개월중 3개월 이상, 그리고 출산일 현재도 소득활동을 하고 있어야 하며 소득이 발생하여야 합니다. 출산일 현재 소득활동 유형별 세부기준은 다음과 같습니다. (근로자) &#9312;유형 : 고용보험 출산전후휴가급여 수급요건(피보험단위기간 180일 이상) 미충족자 출산일 현재 근로자 출산일 전 30일(일용근로자 출산일 전 3개월 중 10일) 이상 피보험자격 유지 출산일 전 18개월 중 3개월 이상 소득활동 및 발생 증빙 동거친족 여부 "
income_unresolved,WLF00000981,저소득자 및 보훈단체 지원(국가유공자 및 유족격려),none,,,,"저소득자 및 보훈단체 지원(국가유공자 및 유족격려) - 국가보훈대상자에게 설, 추석, 보훈의 달에 위문금 지급(5만) - 6.25 참전유공자에게 보훈의 달에 위문금 지급(30만원) 1) 지원대상 : 지급기준월에 용산구에 거주하고 있는 국가보훈대상자2) 선정기준 : 국가보훈대상자로 보훈청에 등록된 자 1) 지원대상 : 지급기준월에 용산구에 거주하고 있는 국가보훈대상자2) 선정기준 : 국가보훈대상자로 보훈청에 등록된 자"
income_unresolved,WLF00001001,중증 재가 장애인 밑반찬 지원,none,unknown,,,중증 재가 장애인 밑반찬 지원 복지 사각지대에 있는 저소득 독고 장애인 가구에게 맞춤형 무료 밑반찬 제공사업을 추진하여 장애인의 복지증진에 기여 거동곤란 중증 재가 장애인 거동곤란 중증재가장애인
income_unresolved,WLF00001004,저소득 독거 어르신 안부확인(음료배달),none,,,,"저소득 독거 어르신 안부확인(음료배달) 저소득 홀로사는 어르신에게 야쿠르트 배달을 실시함으로써, 어르신의 건강 · 생활 안전을 확인하고 위급상황 발생 시 신속히 대처 만60세이상 저소득 홀몸 어르신 만60세이상 저소득 홀몸 어르신"
income_unresolved,WLF00001020,북한이탈주민 자산형성지원제도(미래행복통장),none,,,,"북한이탈주민 자산형성지원제도(미래행복통장) 북향민이 경제활동 소득 중 일정 금액을 저축하면 정부가 동일한 금액을 저축해 주는 사업으로, 북향민의 취업, 사업 등의 경제활동을 높여 우리 사회에 안정적으로 정착할 수 있도록 경제적 기반 마련을 지원합니다. 2014년 11월 29일 이후 입국하여 보호결정을 받은 북향민 - 기존 거주지보호기간 5년 이내 가입 조건 폐지, 2025.2.11.부터 거주지보호기간이 경과된 북향민도 가입 가능 3개월 이상 취업, 사업 등 경제 활동 상태 가입신청일 기준 만 18세 이상 미래행복통장 가입자격은 다음과 같습니다. 2014년 11월 29일 이후 입국하여 보호결정을 받은 상태인 자 3개월 이상 취업/사업 등의 경제활동을 하고 있는 자(신청 당시 소득이 발생하고 있음을 의미함) 가"
income_unresolved,WLF00001021,장애아동입양 양육보조금,none,unknown,,,장애아동입양 양육보조금 장애 아동을 입양한 가정에 양육보조금을 지원하여 장애아동의 국내입양 활성화 및 건전육성을 도모합니다. 「입양특례법」상 허가를 받은 입양기관에 의해 법의 요건과 절차를 갖추어 장애아동을 국내 입양한 가정을 지원합니다. 지원대상 장애아동은 다음과 같습니다. - 입양 당시 「장애인복지법」 제32조 제1항에 따라 장애인 등록을 한 아동 - 분만 시 조산/체중미달/분만장애 또는 유전 등으로 입양 당시 질환을 앓고 있는 아동 * 조산/체중미달/분만장애 및 유전 등으로 질환을 앓고 있던 아동이 지원을 받다가 완치된 경우 지급을 중단 - 입양 후 선천적 요인으로 인한 장애가 발견되어 장애인 등록을 하거나 질환이 발생한 아동 * 질환이 있는 아동의 지원대상 유무 판정 기준 : 진단별 특성에 적합한 대
income_unresolved,WLF00001028,저소득 장애인 가정 명절위문,none,severe,,,"저소득 장애인 가정 명절위문 저소득 장애인가정에 훈훈한 명절을 보낼 수 있도록 위로, 격려하고, 따뜻한 인정을 전달함으로써 더불어 함께 살아가는 분위기를 조성하고자 함 저소득 중증장애인 등 동대문구 거주 기초생활수급자(생계, 의료)가 아닌 저소득 장애인 가정에 대해 동 주민센터에서 대상자 선정"
income_unresolved,WLF00001054,밑반찬 배달사업 지원,none,unknown,,,밑반찬 배달사업 지원 ○ 65세 이하 재가 장애인의 규칙적인 식생활을 통한 건강유지 및 증진에 기여 ○ 소외된 장애인들에게 밑반찬을 배달하므로 써 사회구성원으로써 동질성 회복 ○ 더불어 함께하는 복지공동체 장애인행복 도시구현 지원대상 : 성북구 결식우려가 있는 저소득 재가장애인 50명 저소득 장애인
income_unresolved,WLF00001062,정보통신보조기기 보급,none,severe,,,"정보통신보조기기 보급 장애인의 기능적 한계를 보완개선하여 정보화를 통한 역량을 증진할 수 있도록 정보통신보조기기 보급을 지원합니다. 정보통신 보조기기 보급대상은 다음과 같습니다. 「장애인복지법」제32조의 규정에 의하여 등록한 장애인 「국가유공자 등 예우 및 지원에 관한 법률」제6조의 규정에 의하여 등록된 자 아래의 항목을 종합적으로 고려하여 개인(신규신청자 우선)을 대상으로 선정합니다. - 중증장애인 우선 - 저소득층 우선 - 구직자, 학생, 취업자 순 - 보조기기 사용 적합도 및 활용도 높은 자 서류심사, 방문상담(해당하는 경우), 전문가 평가 등 절차에 따라 공정하고 객관적으로 선정합니다."
income_unresolved,WLF00001066,참전명예수당,none,,,,"참전명예수당 참전유공자에게 수당을 지급하여 생활안정과 복지향상을 도모합니다. 65세 이상 참전유공자 본인을 대상으로 지원합니다. 전상군경, 공상군경, 무공수훈자, 6.25재일학도의용군인, 재해부상군경으로 보훈급여금을 받거나 고엽제법에 따른 수당을 지급받는 때에는 본인이 보훈급여금과 수당 중 하나를 선택합니다. 지원대상의 내용을 참고해 주시기 바랍니다."
income_unresolved,WLF00001067,장애아보육료지원,none,unknown,,,"장애아보육료지원 어린이집 이용 장애아동에 대한 보육료 지원을 통해 부모의 자녀양육 부담경감 및 원활한 경제활동을 지원합니다. 장애인복지카드(등록증)를 소유한 미취학 12세 이하의 장애아동을 지원합니다. 단, 다음의 아동에 대해서는 예외적으로 지원할 수 있습니다. 「장애인 등에 대한 특수교육법」제15조에 따라 특수교육 대상자로 선정된 3~5세 아동이 특수교육대상자 진단/평가 결과 통지서를 제출한 경우 취학연령이 되었음에도 부득이하게 질병 등의 사유로 일반 초등학교 및 특수학교에 취학하지 못한 장애아동은 무상 보육 대상에 포함 (장애인 복지카드를 소지하거나 특수교육대상자 진단/평가 결과 통지서를 제출한 경우 장애인복지카드 또는 특수교육 대상자 진단,평가 결과 통지서를 미소지한 5세이하 영유아가 장애 소견이 있는"
income_unresolved,WLF00001069,산재근로자 합병증 등 예방관리,none,,,,"산재근로자 합병증 등 예방관리 산재요양 종결 후 상병 및 장해의 특성으로 인하여 발생하는 합병증 등 예방관리를 지원합니다. 의학적으로 합병증 등 예방관리를 위한 진료가 필요한 44개 증상이 있는 산재노동자를 지원합니다. 「산업재해보상보험법」제57조에 따라 장해급여 지급 결정을 받은 자 중 예방관리 적용대상 장해등급 기준을 충족한 자 무장해자에 따른 예방관리 증상 상병(심근경색, 협심증, 기관지천식에 한함)의 치유를 결정한 자 중 합병증 등 예방관리가 필요하다고 인정된 자"
income_unresolved,WLF00001076,서민금융 활성화 지원(햇살론youth 보증사업),none,,,,"서민금융 활성화 지원(햇살론youth 보증사업) 금융취약계층인 대학생, 청년의 금융애로를 해소하여 학업 및 취업에 전념, 향후 제도권 금융으로 안착할 수 있도록 지원합니다. 만 19세 이상 ~ 34세 이하이면서 연소득 3,500만원 이하인 대학생, 청년에게 지원합니다. ※ 개인회생, 개인워크아웃, 새출발기금, 서금원 자체 채무조정 성실상환자의 경우 6개월 이상 성실 상환 시 공공정보 등재 시에도 신청가능 만 34세 이하의 취업준비생(대학(원)생, 학점은행제, 미취업청년) 또는 사회초년생(중소기업 1년 이하 재직자) 또는 개인사업자(창업 1년 인내인 자)를 대상으로 지원합니다."
income_unresolved,WLF00001079,주거안정 월세대출 보증,none,,,,"주거안정 월세대출 보증 자력은 부족하지만 장래 소득발생이 예상되고 자활의지가 있는 저소득 계층의 주거안정을 위해 월세대출을 보증합니다. 보증금 1억원 이하 및 월세 60만원 이하인 월세계약을 체결한 주택도시기금 주거안정 월세대출 대상자를 지원합니다. 단, 아래의 사유에 해당되는 분은 보증을 이용할 수 없습니다. 보증신청일 현재 공사의 구상권 또는 유동화미수채권 등이 회수되지 아니한 주채무자와 그 배우자 및 채무관계자* 다만, 법적 변제의무 종결자 및 물적담보제공자는 제외 공사에서 정한 보증사고 사유에 해당되어 사고처리(사고처리 유보 포함, 이하 같다)된 자와 그 배우자 및 채무관계자 공사 개인신용평가시스템에 의한 보증거절등급자 신용관리정보를 보유하고 있는 자 구상채권회수보증의 피보증인 및 연대보증인 채권자가"
income_unresolved,WLF00001080,산재근로자 생활안정자금융자,none,,,,"산재근로자 생활안정자금융자 산재노동자에게 생활안정 자금 융자를 통해 필요한 자금을 신속하게 지원하고 안정된 생활을 유지하도록 도와드립니다. 월평균 소득이 중위소득 이하인 자로 아래의 경우에 해당하는 자를 지원합니다. 산재보험법에 의한 사망근로자 유족급여 수급권자(단, 방계 일시금 수급권자 제외) 상병보상연금수급권자, 장해등급 제1급부터 제9급까지 결정받은 자 5년 이상 장기요양 중인 이황화탄소 질병판정자(CS2) 3개월 이상 요양 중인 산재근로자로서 평균임금이 최저임금 이하에 해당하는 자(의료비,혼례비,장례비에 한정) 아래의 경우에 해당하는 경우에는 지원 대상에서 제외될 수 있습니다. 월평균 소득이 가구수 별 중위소득 기준을 초과하는 자 * 2026년 중위소득(3인 가구 기준): 5,359,036원 한국신용"
income_unresolved,WLF00001086,특별현금급여(가족요양비),none,unknown,,,"특별현금급여(가족요양비) 가족등으로부터 방문요양에 상당한 장기요양급여를 받은 때 수급자에게 특별현금급여를 지급합니다. 65세 이상 노인 및 노인성 질병*을 가진 65세 미만 국민으로서 장기요양 1~5등급을 받은 사람 중 아래에 해당하는 사람을 대상으로 합니다.* 노인성 질병 : 치매, 뇌혈관 질환, 파킨슨병 및 관련질환 도서, 벽지 등 장기요양기관이 부족한 지역으로 장관이 정하여 고시하는 지역에 거주하고 있는 자 천재지변 등의 사유로 장기요양기관이 제공하는 서비스를 이용하기 어렵다고 장관이 인정한 자 대통령령에 따른 감염병 환자, 정신장애인, 신체적 변형 등으로 대인과의 접촉을 기피하는 자 대상자 유형별 제출서류 기준은 다음과 같습니다. 섬, 벽지지역 고시에 따른 지역에 거주하는자 : 가족요양비 지급 및 의"
income_unresolved,WLF00001092,요양급여(보조기)-산재보험급여,none,,,,요양급여(보조기)-산재보험급여 근로자의 업무상 사유에 의한 부상 및 질병에 대한 재활보조기구 비용(요양급여)을 지급하여 근로자의 재활 및 사회 복귀를 촉진합니다. 업무상 재해로 인하여 장해가 발생되어 재활보조기구 지급 대상에 해당하는 산재근로자를 지원합니다. 재활보조기구 지급 대상에 해당하는 산재근로자로 재활보조기구 각 품목별 지급 대상 요건을 충족한 경우 지원합니다.
income_unresolved,WLF00001094,"어린이집지원(교사근무환경개선비,교사겸직원장지원비)",none,,,,"어린이집지원(교사근무환경개선비,교사겸직원장지원비) 어린이집 보육교사와 교사를 겸직하는 원장의 근로여건개선을 위해 근무환경 개선비를 지원합니다. 교사근무환경개선비 지원대상은 다음과 같습니다. (지원조건) - 어린이집 또는 시간제보육제공기관에서 반을 맡고 있는 담임교사(보육교사 또는 특수교사) 및 연장보육 전담교사, 담임교사와 연장보육 전담교사를 대체하는 대체교사 - 평일 8시간을 원칙으로 월 15일 이상 어린이집 또는 시간제보육 제공기관에서 실제 근무 또는 평일 4시간을 원칙으로 월 15일 이상 어린이집 및 시간제보육 제공기관에서 실제 근무 * 월급여 야간연장 교사는 일 6시간 이상 8시간 이내 근무 가능 * 신학기 적응기간(3,4월)에 한하여 대체교사 유휴인력 어린이집 지원 시 담임교사지원비 지급 가능 * "
income_unresolved,WLF00001097,농업인연금보험료지원,none,,,,"농업인연금보험료지원 농산물 수입개방 확대로 인한 농업인의 경제적 부담을 경감하기 위해 연금 보험료 일부를 지원하여 안정적인 노후생활을 도모하고, 노후소득을 보장합니다. 국민연금 지역가입자 및 지역 임의계속 가입자 중 농업인에게 지원합니다. 지역가입자(당연/특례) 중 농업인은 다음과 같습니다. 지역가입자에서 임의계속가입자로 된 농업인 「국민연금법」시행령 제57조 제1항에서 정하고 있는 농업인 「농업·농촌 및 식품산업 기본법」제3조제2호 규정에 해당하는 자"
income_unresolved,WLF00001121,장애입양아동 의료비지원,none,unknown,,,장애입양아동 의료비지원 장애아동을 입양한 국내입양가정에 의료비를 지원하여 장애아동의 국내입양 활성화 및 건전육성을 도모합니다. 장애아동 양육보조금 지급대상자로 결정된 아동에게 지원합니다. 지원대상 장애아동은 다음과 같습니다. - 입양 당시 「장애인복지법」 제32조 제1항에 따라 장애인 등록을 한 아동 - 분만 시 조산/체중미달/분만장애 또는 유전 등으로 입양 당시 질환을 앓고 있는 아동 * 조산/체중미달/분만장애 및 유전 등으로 질환을 앓고 있던 아동이 지원을 받다가 완치된 경우 지급을 중단 - 입양 후 선천적 요인으로 인한 장애가 발견되어 장애인 등록을 하거나 질환이 발생한 아동 * 질환이 있는 아동의 지원대상 유무 판정 기준 : 진단별 특성에 적합한 대학 병원급 전문의의 소견서(또는 진단서)를 첨부 받아
income_unresolved,WLF00001131,국가보훈대상자 지원(수업료면제),none,,,,"국가보훈대상자 지원(수업료면제) 국가유공자와 그 유족 또는 가족이 교육기관에서 필요한 교육을 받음으로써 건전한 사회인으로 자립할 수 있도록 교육비를 지원합니다. 국가보훈관계 법령에서 규정하는 교육지원대상자의 중·고·대학 및 그밖에 이에 준하는 교육기관의 수업료 등을 면제합니다.※ 생활수준을 고려하여 교육지원을 하는 대상은 관할 보훈지청에 「교육지원신청」을 하여 국가보훈부장이 고시하는 기준소득 이하에 한하여 교육지원 실시 「독립유공자예우에 관한 법률」 제15조의 교육지원대상자- 독립유공자 본인, 배우자, 자녀, 손자녀 「국가유공자 등 예우 및 지원에 관한 법률」 제22조의 교육지원대상자 - 국가유공자 본인, 자녀, 배우자(전몰군경, 순직군경, 4·19혁명사망자, 순직공무원, 특별공로순직자의 배우자에 한함) ※"
