# cb.cb_institutions.required_documents_ai 스냅샷 (DB 현재 상태, 서류 1개 = 1행). confidence/note는 배치 실행 중에만 존재해 DB에 없다. 재생성: python scripts/dump_required_documents.py
serv_id,serv_nm,source,generated_at,doc_no,document,url,url_type,n_docs,provision_type,n_basfrm,apply_method_head
WLF00000026,장애인자립자금대여,basfrm,2026-07-28T13:23:55.594458+00:00,1,사회보장급여 신청서,https://bokjiro.go.kr/ssis-tbu/CmmFileUtil/getDownload.do?atcflId=20250220UUWBM1352490124684810&atcflSn=1,form_download,6,현금대여(융자),4,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 주소지 읍·면·동 주민센터 또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’ 신청기관연락처목록: 거주지 읍/면/동 주민센터, 복지로 홈페이지(www.bokjir"
WLF00000026,장애인자립자금대여,basfrm,2026-07-28T13:23:55.594458+00:00,2,개인정보 수집·이용 동의서,,,6,현금대여(융자),4,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 주소지 읍·면·동 주민센터 또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’ 신청기관연락처목록: 거주지 읍/면/동 주민센터, 복지로 홈페이지(www.bokjir"
WLF00000026,장애인자립자금대여,basfrm,2026-07-28T13:23:55.594458+00:00,3,소득ㆍ재산 신고서,https://bokjiro.go.kr/ssis-tbu/CmmFileUtil/getDownload.do?atcflId=20250221UUWBM1335450124927044&atcflSn=1,form_download,6,현금대여(융자),4,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 주소지 읍·면·동 주민센터 또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’ 신청기관연락처목록: 거주지 읍/면/동 주민센터, 복지로 홈페이지(www.bokjir"
WLF00000026,장애인자립자금대여,basfrm,2026-07-28T13:23:55.594458+00:00,4,신분증,,,6,현금대여(융자),4,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 주소지 읍·면·동 주민센터 또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’ 신청기관연락처목록: 거주지 읍/면/동 주민센터, 복지로 홈페이지(www.bokjir"
WLF00000026,장애인자립자금대여,basfrm,2026-07-28T13:23:55.594458+00:00,5,장애인등록증,https://www.gov.kr,certificate_issuance,6,현금대여(융자),4,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 주소지 읍·면·동 주민센터 또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’ 신청기관연락처목록: 거주지 읍/면/동 주민센터, 복지로 홈페이지(www.bokjir"
WLF00000026,장애인자립자금대여,basfrm,2026-07-28T13:23:55.594458+00:00,6,소득금액증명원,https://www.hometax.go.kr,certificate_issuance,6,현금대여(융자),4,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 주소지 읍·면·동 주민센터 또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’ 신청기관연락처목록: 거주지 읍/면/동 주민센터, 복지로 홈페이지(www.bokjir"
WLF00000041,어선원 및 어선 재해보상보험,basfrm,2026-07-28T13:29:47.132375+00:00,1,어선보험 가입 청약서,https://bokjiro.go.kr/ssis-tbu/CmmFileUtil/getDownload.do?atcflId=1316GOWF16GOWF161316&atcflSn=1,form_download,2,현금지급,3,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 수협중앙회 또는 회원조합에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 수협중앙회 또는 회원조합에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청"
WLF00000041,어선원 및 어선 재해보상보험,basfrm,2026-07-28T13:29:47.132375+00:00,2,어선원보험 가입 신고서,https://bokjiro.go.kr/ssis-tbu/CmmFileUtil/getDownload.do?atcflId=1315GOWF16GOWF161315&atcflSn=1,form_download,2,현금지급,3,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 수협중앙회 또는 회원조합에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 수협중앙회 또는 회원조합에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청"
WLF00000043,보상금,basfrm,2026-07-28T13:29:47.132375+00:00,1,예금계좌 지정 등 신청서,https://bokjiro.go.kr/ssis-tbu/CmmFileUtil/getDownload.do?atcflId=20240304UUWBM1414500073187790&atcflSn=1,form_download,2,현금지급,3,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 보훈(지)청에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 보"
WLF00000043,보상금,basfrm,2026-07-28T13:29:47.132375+00:00,2,신분증,,,2,현금지급,3,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 보훈(지)청에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 보"
WLF00000044,생활안정자금(융자),basfrm,2026-07-28T13:29:47.132375+00:00,1,생활안정자금 융자 신청서,https://bokjiro.go.kr/ssis-tbu/CmmFileUtil/getDownload.do?atcflId=20260413UUWBM1532120185897707&atcflSn=1,form_download,4,현금대여(융자),2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 근로복지공단에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 근로복지공단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 근로복지공단에서 보"
WLF00000044,생활안정자금(융자),basfrm,2026-07-28T13:29:47.132375+00:00,2,신분증,,,4,현금대여(융자),2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 근로복지공단에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 근로복지공단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 근로복지공단에서 보"
WLF00000044,생활안정자금(융자),basfrm,2026-07-28T13:29:47.132375+00:00,3,소득금액증명원,https://www.hometax.go.kr,certificate_issuance,4,현금대여(융자),2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 근로복지공단에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 근로복지공단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 근로복지공단에서 보"
WLF00000044,생활안정자금(융자),basfrm,2026-07-28T13:29:47.132375+00:00,4,고용보험 근로내용 확인신고서,,,4,현금대여(융자),2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 근로복지공단에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 근로복지공단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 근로복지공단에서 보"
WLF00000050,무공영예수당,basfrm,2026-07-28T13:29:47.132375+00:00,1,예금계좌 지정 신청서,https://bokjiro.go.kr/ssis-tbu/CmmFileUtil/getDownload.do?atcflId=20240304UUWBM1413430073187531&atcflSn=1,form_download,3,현금지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 보훈(지)청에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 보"
WLF00000050,무공영예수당,basfrm,2026-07-28T13:29:47.132375+00:00,2,신분증,,,3,현금지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 보훈(지)청에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 보"
WLF00000050,무공영예수당,basfrm,2026-07-28T13:29:47.132375+00:00,3,무공훈장 증명서,,,3,현금지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 보훈(지)청에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 보"
WLF00000051,고엽제환자2세수당,basfrm,2026-07-28T13:29:47.132375+00:00,1,(국가) 예금계좌 지정 등 신청서,https://bokjiro.go.kr/ssis-tbu/CmmFileUtil/getDownload.do?atcflId=20240304UUWBM1413430073187531&atcflSn=1,form_download,4,현금지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 보훈(지)청에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 보"
WLF00000051,고엽제환자2세수당,basfrm,2026-07-28T13:29:47.132375+00:00,2,신분증,,,4,현금지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 보훈(지)청에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 보"
WLF00000051,고엽제환자2세수당,basfrm,2026-07-28T13:29:47.132375+00:00,3,가족관계증명서,https://efamily.scourt.go.kr,certificate_issuance,4,현금지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 보훈(지)청에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 보"
WLF00000051,고엽제환자2세수당,basfrm,2026-07-28T13:29:47.132375+00:00,4,장애인등록증,https://www.gov.kr,certificate_issuance,4,현금지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 보훈(지)청에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 보훈(지)청에서 보"
WLF00000053,풍수해·지진재해보험료 지원,basfrm,2026-07-28T13:29:47.132375+00:00,1,풍수해·지진재해보험 단체가입 동의서,,,2,감면,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 풍수해·지진재해보험2(경제취약계층 또는 세입자동산 가입자) 상품은 가까운 행정복지센터 내 풍수해·지진재해보험 담당자를 통해 가입에서 ‘서비스 신청’ 신청기관연락처목록:"
WLF00000053,풍수해·지진재해보험료 지원,basfrm,2026-07-28T13:29:47.132375+00:00,2,신분증,,,2,감면,1,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 풍수해·지진재해보험2(경제취약계층 또는 세입자동산 가입자) 상품은 가까운 행정복지센터 내 풍수해·지진재해보험 담당자를 통해 가입에서 ‘서비스 신청’ 신청기관연락처목록:"
WLF00000054,국가보훈대상자 보훈장학금,basfrm,2026-07-28T13:29:47.132375+00:00,1,보훈장학신청서,https://bokjiro.go.kr/ssis-tbu/CmmFileUtil/getDownload.do?atcflId=0355GOWF11GOWF110355&atcflSn=1,form_download,4,현금지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 재학중인 학교소재지를 관할하는 보훈지청에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 재학중인 학교소재지를 관할하는 보훈지청에서 조사 및 심사 결정기관"
WLF00000054,국가보훈대상자 보훈장학금,basfrm,2026-07-28T13:29:47.132375+00:00,2,신분증,,,4,현금지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 재학중인 학교소재지를 관할하는 보훈지청에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 재학중인 학교소재지를 관할하는 보훈지청에서 조사 및 심사 결정기관"
WLF00000054,국가보훈대상자 보훈장학금,basfrm,2026-07-28T13:29:47.132375+00:00,3,재학증명서,,,4,현금지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 재학중인 학교소재지를 관할하는 보훈지청에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 재학중인 학교소재지를 관할하는 보훈지청에서 조사 및 심사 결정기관"
WLF00000054,국가보훈대상자 보훈장학금,basfrm,2026-07-28T13:29:47.132375+00:00,4,성적증명서,,,4,현금지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 재학중인 학교소재지를 관할하는 보훈지청에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 재학중인 학교소재지를 관할하는 보훈지청에서 조사 및 심사 결정기관"
WLF00000055,통합문화이용권,basfrm,2026-07-28T13:29:47.132375+00:00,1,문화이용권 신청서,,,2,전자바우처(바우처),3,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 문화누리카드 누리집(mnuri.kr) 및 모바일 앱(본인 인증 후 신청)에서 ‘서비스 신청’ 신청기관연락처목록: 거주지 읍/면/동 주민센터, 행정복지센터 방문에서 ‘서"
WLF00000055,통합문화이용권,basfrm,2026-07-28T13:29:47.132375+00:00,2,신분증,,,2,전자바우처(바우처),3,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 문화누리카드 누리집(mnuri.kr) 및 모바일 앱(본인 인증 후 신청)에서 ‘서비스 신청’ 신청기관연락처목록: 거주지 읍/면/동 주민센터, 행정복지센터 방문에서 ‘서"
WLF00000061,의료급여임신.출산진료비지원,basfrm,2026-07-28T13:29:47.132375+00:00,1,의료급여 임신·출산 진료비 지원 신청서,https://bokjiro.go.kr/ssis-tbu/CmmFileUtil/getDownload.do?atcflId=2484GOWF12GOWF122484&atcflSn=1,form_download,4,현금지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 시군구 또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시군구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구"
WLF00000061,의료급여임신.출산진료비지원,basfrm,2026-07-28T13:29:47.132375+00:00,2,신분증,,,4,현금지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 시군구 또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시군구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구"
WLF00000061,의료급여임신.출산진료비지원,basfrm,2026-07-28T13:29:47.132375+00:00,3,주민등록등본,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=13100000015,certificate_issuance,4,현금지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 시군구 또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시군구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구"
WLF00000061,의료급여임신.출산진료비지원,basfrm,2026-07-28T13:29:47.132375+00:00,4,수급자증명서,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=14600000280,certificate_issuance,4,현금지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 시군구 또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시군구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구"
WLF00000062,기존주택등 매입임대주택 지원사업,basfrm,2026-07-28T13:29:47.132375+00:00,1,매입임대주택 공급신청서,https://bokjiro.go.kr/ssis-tbu/CmmFileUtil/getDownload.do?atcflId=2441GOWF12GOWF122441&atcflSn=1,form_download,5,현물지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 읍면동에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시군구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시군구에서 보장 결정 지급기관"
WLF00000062,기존주택등 매입임대주택 지원사업,basfrm,2026-07-28T13:29:47.132375+00:00,2,신분증,,,5,현물지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 읍면동에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시군구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시군구에서 보장 결정 지급기관"
WLF00000062,기존주택등 매입임대주택 지원사업,basfrm,2026-07-28T13:29:47.132375+00:00,3,주민등록등본,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=13100000015,certificate_issuance,5,현물지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 읍면동에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시군구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시군구에서 보장 결정 지급기관"
WLF00000062,기존주택등 매입임대주택 지원사업,basfrm,2026-07-28T13:29:47.132375+00:00,4,장애인등록증,https://www.gov.kr,certificate_issuance,5,현물지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 읍면동에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시군구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시군구에서 보장 결정 지급기관"
WLF00000062,기존주택등 매입임대주택 지원사업,basfrm,2026-07-28T13:29:47.132375+00:00,5,수급자증명서,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=14600000280,certificate_issuance,5,현물지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 읍면동에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시군구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시군구에서 보장 결정 지급기관"
WLF00000063,(북한이탈주민)교육비 지원,basfrm,2026-07-28T13:29:47.132375+00:00,1,교육지원 신청서,https://bokjiro.go.kr/ssis-tbu/CmmFileUtil/getDownload.do?atcflId=5478GOWF15GOWF155478&atcflSn=1,form_download,3,현금지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 남북하나재단에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 남북하나재단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 남북하나재단에서 보"
WLF00000063,(북한이탈주민)교육비 지원,basfrm,2026-07-28T13:29:47.132375+00:00,2,교육지원 보조금 지급신청서,https://bokjiro.go.kr/ssis-tbu/CmmFileUtil/getDownload.do?atcflId=5479GOWF15GOWF155479&atcflSn=1,form_download,3,현금지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 남북하나재단에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 남북하나재단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 남북하나재단에서 보"
WLF00000063,(북한이탈주민)교육비 지원,basfrm,2026-07-28T13:29:47.132375+00:00,3,신분증,,,3,현금지급,2,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 남북하나재단에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 남북하나재단에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 남북하나재단에서 보"
WLF00000064,발달장애인 부모상담지원사업,basfrm,2026-07-28T13:29:47.132375+00:00,1,개인정보 수집·이용 동의서,,,5,전자바우처(바우처),7,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 주민등록상 주소지 관할 읍/면/동 주민센터 또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시/군/구에서 조사 및 "
WLF00000064,발달장애인 부모상담지원사업,basfrm,2026-07-28T13:29:47.132375+00:00,2,사회보장급여 신청서,https://bokjiro.go.kr/ssis-tbu/CmmFileUtil/getDownload.do?atcflId=0991GOWF16GOWF160991&atcflSn=1,form_download,5,전자바우처(바우처),7,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 주민등록상 주소지 관할 읍/면/동 주민센터 또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시/군/구에서 조사 및 "
WLF00000064,발달장애인 부모상담지원사업,basfrm,2026-07-28T13:29:47.132375+00:00,3,진단서,,,5,전자바우처(바우처),7,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 주민등록상 주소지 관할 읍/면/동 주민센터 또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시/군/구에서 조사 및 "
WLF00000064,발달장애인 부모상담지원사업,basfrm,2026-07-28T13:29:47.132375+00:00,4,장애인등록증,https://www.gov.kr,certificate_issuance,5,전자바우처(바우처),7,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 주민등록상 주소지 관할 읍/면/동 주민센터 또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시/군/구에서 조사 및 "
WLF00000064,발달장애인 부모상담지원사업,basfrm,2026-07-28T13:29:47.132375+00:00,5,신분증,,,5,전자바우처(바우처),7,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 주민등록상 주소지 관할 읍/면/동 주민센터 또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시/군/구에서 조사 및 "
WLF00000065,발달장애인 공공후견지원 사업,basfrm,2026-07-28T13:29:47.132375+00:00,1,개인정보 제공 동의서,,,7,현금지급,11,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 시.군.구에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시.군.구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시.군.구에서 보장 결"
WLF00000065,발달장애인 공공후견지원 사업,basfrm,2026-07-28T13:29:47.132375+00:00,2,공공후견지원사업 이용 신청서,https://bokjiro.go.kr/ssis-tbu/CmmFileUtil/getDownload.do?atcflId=1476GOWF16GOWF161476&atcflSn=1,form_download,7,현금지급,11,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 시.군.구에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시.군.구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시.군.구에서 보장 결"
WLF00000065,발달장애인 공공후견지원 사업,basfrm,2026-07-28T13:29:47.132375+00:00,3,후견심판청구 동의서(이해관계인용),,,7,현금지급,11,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 시.군.구에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시.군.구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시.군.구에서 보장 결"
WLF00000065,발달장애인 공공후견지원 사업,basfrm,2026-07-28T13:29:47.132375+00:00,4,후견심판청구 동의서(사건본인용),,,7,현금지급,11,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 시.군.구에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시.군.구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시.군.구에서 보장 결"
WLF00000065,발달장애인 공공후견지원 사업,basfrm,2026-07-28T13:29:47.132375+00:00,5,후견심판청구에 대한 본인의 의향 확인서,https://bokjiro.go.kr/ssis-tbu/CmmFileUtil/getDownload.do?atcflId=1481GOWF16GOWF161481&atcflSn=1,form_download,7,현금지급,11,"신청기관연락처목록: 거주지 읍/면/동 주민센터, 시.군.구에서 ‘서비스 신청’ 조사기관연락처목록: 담당 시/군/구청 또는 시.군.구에서 조사 및 심사 결정기관연락처목록: 담당 시/군/구청 또는 시.군.구에서 보장 결"
